,CUIs,concepts,tw_phrases
37338,C0235660,Galactorrhea not associated with childbirth,Galactorrhea not associated with childbirth
37339,C0919659,Oropharyngeal candidiasis,Oropharyngeal candidiasis
37340,C0948281,Malignant syndrome,Malignant syndrome
37341,C0042998,Vulvovaginitis,Vulvovaginitis
37342,C0520573,Buffalo hump,Buffalo hump
37343,C0270549,Generalized Anxiety Disorder,Generalized Anxiety Disorder
37344,C0007302,Cartilage Diseases,Cartilage Diseases
37345,C0476254,Dyslexia,Dyslexia
37346,C0235063,Respiratory Depression,Respiratory Depression
37347,C0235068,"Scotoma, Scintillating","Scotoma, Scintillating"
37348,C0007124,Noninfiltrating Intraductal Carcinoma,Noninfiltrating Intraductal Carcinoma
37349,C0243026,Sepsis,Sepsis
37350,C0235710,Chest discomfort,Chest discomfort
37351,C0011551,Depersonalization,Depersonalization
37352,C0020452,Hyperemia,Hyperemia
37353,C0010828,Cytopenia,Cytopenia
37354,C0041349,"Nephritis, Tubulointerstitial","Nephritis, Tubulointerstitial"
37355,C0730328,Central Serous Chorioretinopathy,Central Serous Chorioretinopathy
37356,C0155616,Secondary hypertension,Secondary hypertension
37357,C0029163,Oral Hemorrhage,Oral Hemorrhage
37358,C0233414,Disturbance in attention,Disturbance in attention
37359,C0020255,Hydrocephalus,Hydrocephalus
37360,C0392684,Pulse irregular,Pulse irregular
37361,C0541941,Erection increased,Erection increased
37362,C0281774,Acute psychosis,Acute psychosis
37363,C0281773,Acute glaucoma,Acute glaucoma
37364,C0006325,Bruxism,Bruxism
37365,C0025637,Methemoglobinemia,Methemoglobinemia
37366,C0423602,Sensation of foreign body,Sensation of foreign body
37367,C0234533,Generalized seizures,Generalized seizures
37368,C0234535,"Seizures, Clonic","Seizures, Clonic"
37369,C1262535,Jaundice hepatocellular,Jaundice hepatocellular
37370,C0037036,Sialorrhea,Sialorrhea
37371,C0162119,Haemoglobin decreased,Haemoglobin decreased
37372,C0349231,Phobic anxiety disorder,Phobic anxiety disorder
37373,C0595930,Blood cholesterol increased,Blood cholesterol increased
37374,C0024312,Lymphopenia,Lymphopenia
37375,C0341742,Acute retention of urine,Acute retention of urine
37376,C0020639,Hypoproteinemia,Hypoproteinemia
37377,C1735647,Mixed liver injury,Mixed liver injury
37378,C0234047,Ejaculation delayed,Ejaculation delayed
37379,C0036980,"Shock, Cardiogenic","Shock, Cardiogenic"
37380,C0036454,Scotoma,Scotoma
37381,C0235848,Skin cold clammy,Skin cold clammy
37382,C0008526,Choroiditis,Choroiditis
37383,C0034634,Rage,Rage
37384,C0238106,Clostridium difficile colitis,Clostridium difficile colitis
37385,C0149866,Chemical conjunctivitis,Chemical conjunctivitis
37386,C0476089,Endometrial Carcinoma,Endometrial Carcinoma
37387,C0155169,Ocular hyperemia,Ocular hyperemia
37388,C0233715,Speech impairment,Speech impairment
37389,C0221201,Macular rash,Macular rash
37390,C0233718,Pressure of speech,Pressure of speech
37391,C0522055,Electrocardiogram abnormal,Electrocardiogram abnormal
37392,C0520966,Abnormal coordination,Abnormal coordination
37393,C0520962,Pain localised,Pain localised
37394,C0553732,Prothrombin level decreased,Prothrombin level decreased
37395,C0857121,Hypertensive (finding),Hypertensive (finding)
37396,C0015256,Excoriation,Excoriation
37397,C0001622,Adrenal Gland Hyperfunction,Adrenal Gland Hyperfunction
37398,C0522058,Carbohydrate craving,Carbohydrate craving
37399,C0851710,Exfoliative conditions,Exfoliative conditions
37400,C2830004,Somnolence,Somnolence
37401,C0010043,Corneal Ulcer,Corneal Ulcer
37402,C0236663,Alcohol withdrawal syndrome,Alcohol withdrawal syndrome
37403,C0085166,Bacterial Vaginosis,Bacterial Vaginosis
37404,C0272774,Foot fracture,Foot fracture
37405,C0239488,Erythema facial,Erythema facial
37406,C0221512,Stomach ache,Stomach ache
37407,C0178416,Hypoplastic anemia,Hypoplastic anemia
37408,C0178417,Anhedonia,Anhedonia
37409,C0015672,Fatigue,Fatigue
37410,C0877664,Gastrointestinal cramps,Gastrointestinal cramps
37411,C1510410,Sense of smell altered,Sense of smell altered
37412,C0151830,Pain in urethra,Pain in urethra
37413,C0236124,Gastrointestinal obstruction,Gastrointestinal obstruction
37414,C0858589,Coordination disturbance,Coordination disturbance
37415,C0549376,Plasma osmolality decreased,Plasma osmolality decreased
37416,C0549374,Lumbar disc lesion,Lumbar disc lesion
37417,C0281825,Dysequilibrium,Dysequilibrium
37418,C0042075,Urologic Diseases,Urologic Diseases
37419,C0948294,Eyelid margin crusting,Eyelid margin crusting
37420,C0342257,Complications of Diabetes Mellitus,Complications of Diabetes Mellitus
37421,C0014724,Eructation,Eructation
37422,C0013384,Dyskinetic syndrome,Dyskinetic syndrome
37423,C0032519,Polymenorrhea,Polymenorrhea
37424,C0151898,Schizophrenic reaction,Schizophrenic reaction
37425,C0853755,Blood osmolarity decreased,Blood osmolarity decreased
37426,C0015923,Fetal Alcohol Syndrome,Fetal Alcohol Syndrome
37427,C0015927,Fetal Death,Fetal Death
37428,C0600041,Infective cystitis,Infective cystitis
37429,C0149745,Oral Ulcer,Oral Ulcer
37430,C0241310,Suprapubic pain,Suprapubic pain
37431,C0035459,"Rhinitis, Atrophic","Rhinitis, Atrophic"
37432,C0043251,Wounds and Injuries,Wounds and Injuries
37433,C0043250,Injury wounds,Injury wounds
37434,C0917798,Cerebral Ischemia,Cerebral Ischemia
37435,C0917799,Hypersomnia,Hypersomnia
37436,C0274435,Transfusion Reaction,Transfusion Reaction
37437,C0022660,"Kidney Failure, Acute","Kidney Failure, Acute"
37438,C0022665,Kidney Neoplasm,Kidney Neoplasm
37439,C0272426,Mouth injury,Mouth injury
37440,C0017601,Glaucoma,Glaucoma
37441,C0017605,Angle Closure Glaucoma,Angle Closure Glaucoma
37442,C0022116,Ischemia,Ischemia
37443,C0028754,Obesity,Obesity
37444,C0151872,Prothrombin level increased,Prothrombin level increased
37445,C0151878,Electrocardiogram QT prolonged,Electrocardiogram QT prolonged
37446,C0151505,Application site reaction,Application site reaction
37447,C0231170,Disability,Disability
37448,C0151500,Anticholinergic Syndrome,Anticholinergic Syndrome
37449,C0013144,Drowsiness,Drowsiness
37450,C0150055,Chronic pain,Chronic pain
37451,C0013146,Drug abuse,Drug abuse
37452,C0854114,Corneal epithelium defect,Corneal epithelium defect
37453,C0151899,Syndrome screaming,Syndrome screaming
37454,C0009782,Connective Tissue Diseases,Connective Tissue Diseases
37455,C0026764,Multiple Myeloma,Multiple Myeloma
37456,C0026766,Multiple Organ Failure,Multiple Organ Failure
37457,C0006152,Breast swelling,Breast swelling
37458,C0026769,Multiple Sclerosis,Multiple Sclerosis
37459,C0151479,Amylase increased,Amylase increased
37460,C0151478,Neurotransmitter level altered,Neurotransmitter level altered
37461,C0231710,Pain in buttock,Pain in buttock
37462,C1522133,Hypercholesterolemia result,Hypercholesterolemia result
37463,C0600260,"Lung Diseases, Obstructive","Lung Diseases, Obstructive"
37464,C0032776,Postmenopausal haemorrhage,Postmenopausal haemorrhage
37465,C0151474,Alcohol intolerance,Alcohol intolerance
37466,C0151477,Hormone level abnormal,Hormone level abnormal
37467,C0009492,Compartment syndromes,Compartment syndromes
37468,C0750426,White blood cell count increased (lab result),White blood cell count increased (lab result)
37469,C0917801,Sleeplessness,Sleeplessness
37470,C0235490,Peripheral ischaemia,Peripheral ischaemia
37471,C0242459,Simple Pulmonary Eosinophilia,Simple Pulmonary Eosinophilia
37472,C0035204,Respiration Disorders,Respiration Disorders
37473,C0574002,Edema of foot (finding),Edema of foot (finding)
37474,C0948296,Ear discomfort,Ear discomfort
37475,C1096250,Gastrointestinal discomfort,Gastrointestinal discomfort
37476,C0034359,Pyuria,Pyuria
37477,C0694536,Drug seeking behavior,Drug seeking behavior
37478,C0028173,"Nitrogen, non-protein, increased level result","Nitrogen, non-protein, increased level result"
37479,C0235475,Electrocardiogram QRS complex prolonged,Electrocardiogram QRS complex prolonged
37480,C0041657,Unconscious State,Unconscious State
37481,C0525045,Mood Disorders,Mood Disorders
37482,C3544214,Reversible cerebral vasoconstriction syndrome,Reversible cerebral vasoconstriction syndrome
37483,C0026961,Mydriasis,Mydriasis
37484,C0234632,Visual acuity reduced,Visual acuity reduced
37485,C0270846,Atonic seizures,Atonic seizures
37486,C0007682,CNS disorder,CNS disorder
37487,C0542052,Coronary artery insufficiency,Coronary artery insufficiency
37488,C0339807,House dust allergy,House dust allergy
37489,C0748726,Allergic sinusitis,Allergic sinusitis
37490,C0278134,Absence of sensation,Absence of sensation
37491,C0744130,Diabetic foot infection,Diabetic foot infection
37492,C0702166,Acne,Acne
37493,C0238309,Ischaemic neuropathy,Ischaemic neuropathy
37494,C0242528,Azotemia,Azotemia
37495,C0476273,Respiratory distress,Respiratory distress
37496,C0235270,Keratopathy,Keratopathy
37497,C0392674,Exhaustion,Exhaustion
37498,C0392676,Hyperpyrexia,Hyperpyrexia
37499,C0948856,Orgasmic sensation decreased,Orgasmic sensation decreased
37500,C0023222,Pain in lower limb,Pain in lower limb
37501,C0854382,Libido disorder,Libido disorder
37502,C0854381,Genital hemorrhage,Genital hemorrhage
37503,C0020538,Hypertensive disease,Hypertensive disease
37504,C0338908,Anxiety depression,Anxiety depression
37505,C0271429,Otitis media acute,Otitis media acute
37506,C0235653,Malignant neoplasm of female breast,Malignant neoplasm of female breast
37507,C0234708,Intraocular pressure increased,Intraocular pressure increased
37508,C1619712,Procedural pain,Procedural pain
37509,C0037023,Sialadenitis,Sialadenitis
37510,C0542476,Forgetfulness,Forgetfulness
37511,C1145628,Autonomic nervous system disorders,Autonomic nervous system disorders
37512,C0585186,Cutaneous hypersensitivity,Cutaneous hypersensitivity
37513,C0011124,Decreased Libido,Decreased Libido
37514,C0542184,Reaction gastrointestinal,Reaction gastrointestinal
37515,C1386135,Acute depression,Acute depression
37516,C0595928,Serum calcium increased,Serum calcium increased
37517,C0020625,Hyponatremia,Hyponatremia
37518,C0020624,Hypomenorrhea,Hypomenorrhea
37519,C0020621,Hypokalemia,Hypokalemia
37520,C0020620,Hypohidrosis,Hypohidrosis
37521,C0023532,"Leukoplakia, Oral","Leukoplakia, Oral"
37522,C0023533,Leukorrhea,Leukorrhea
37523,C0023530,Leukopenia,Leukopenia
37524,C0744403,Gingival infection,Gingival infection
37525,C0004144,Atelectasis,Atelectasis
37526,C0151904,Aspartate aminotransferase increased,Aspartate aminotransferase increased
37527,C0239725,Genital pain,Genital pain
37528,C0235876,Depression aggravated,Depression aggravated
37529,C0920171,Foreign body sensation in eyes,Foreign body sensation in eyes
37530,C0235874,Disease Exacerbation,Disease Exacerbation
37531,C0548823,Distress gastrointestinal,Distress gastrointestinal
37532,C0034642,Rales,Rales
37533,C0024437,Macular degeneration,Macular degeneration
37534,C0233767,"Hallucinations, Tactile","Hallucinations, Tactile"
37535,C0233762,"Hallucinations, Auditory","Hallucinations, Auditory"
37536,C0233763,"Hallucinations, Visual","Hallucinations, Visual"
37537,C0434437,Joint sprain,Joint sprain
37538,C0860942,Creatine increased,Creatine increased
37539,C0553721,Sweating decreased,Sweating decreased
37540,C0034212,Pyoderma,Pyoderma
37541,C0038273,Stereotypic Movement Disorder,Stereotypic Movement Disorder
37542,C0232849,Bladder pain,Bladder pain
37543,C0019360,Herpes zoster disease,Herpes zoster disease
37544,C0033036,Atrial Premature Complexes,Atrial Premature Complexes
37545,C0019364,Herpes Zoster Ophthalmicus,Herpes Zoster Ophthalmicus
37546,C0015397,Disorder of eye,Disorder of eye
37547,C0033038,Premature Ejaculation,Premature Ejaculation
37548,C0041948,Uremia,Uremia
37549,C0015393,Eye Abnormalities,Eye Abnormalities
37550,C0011263,Multi-infarct dementia,Multi-infarct dementia
37551,C0877046,Tooth infection,Tooth infection
37552,C0015663,Fasting,Fasting
37553,C0267797,Hepatitis acute,Hepatitis acute
37554,C0014534,Epididymitis,Epididymitis
37555,C0853619,Local swelling,Local swelling
37556,C0033581,Prostatitis,Prostatitis
37557,C1960870,Transformed migraine,Transformed migraine
37558,C0015806,Femoral Neck Fractures,Femoral Neck Fractures
37559,C1263846,Attention deficit hyperactivity disorder,Attention deficit hyperactivity disorder
37560,C0239454,Erythema of eyelid,Erythema of eyelid
37561,C0035305,Retinal Detachment,Retinal Detachment
37562,C0549346,Ischial neuralgia,Ischial neuralgia
37563,C0022904,Lacrimal Apparatus Diseases,Lacrimal Apparatus Diseases
37564,C0022906,Lacrimal Duct Obstruction,Lacrimal Duct Obstruction
37565,C0237938,Gastrointestinal ulcer,Gastrointestinal ulcer
37566,C1971624,Loss of appetite (finding),Loss of appetite (finding)
37567,C0877014,Sympathomimetic Effect,Sympathomimetic Effect
37568,C0042063,Urogenital Abnormalities,Urogenital Abnormalities
37569,C0025274,Menarche,Menarche
37570,C0152227,Excessive tearing,Excessive tearing
37571,C0221727,Pain in esophagus (finding),Pain in esophagus (finding)
37572,C0008311,Cholangitis,Cholangitis
37573,C0028960,Oligospermia,Oligospermia
37574,C0028961,Oliguria,Oliguria
37575,C0003910,Articulation Disorders,Articulation Disorders
37576,C0156543,Unspecified Abortion,Unspecified Abortion
37577,C0013395,Dyspepsia,Dyspepsia
37578,C0013390,Dysmenorrhea,Dysmenorrhea
37579,C3665346,Unspecified visual loss,Unspecified visual loss
37580,C0949083,Nosocomial pneumonia,Nosocomial pneumonia
37581,C0236068,Swollen tongue,Swollen tongue
37582,C0947858,Anaphylactic responses,Anaphylactic responses
37583,C0836924,Thrombocytosis,Thrombocytosis
37584,C0032617,Polyuria,Polyuria
37585,C0018818,Ventricular Septal Defects,Ventricular Septal Defects
37586,C1959622,Vein engorged (finding),Vein engorged (finding)
37587,C0948594,Musculoskeletal discomfort,Musculoskeletal discomfort
37588,C0948595,Ocular discomfort,Ocular discomfort
37589,C0018944,Hematoma,Hematoma
37590,C0018946,"Hematoma, Subdural","Hematoma, Subdural"
37591,C0040137,Thyroid Nodule,Thyroid Nodule
37592,C0027707,"Nephritis, Interstitial","Nephritis, Interstitial"
37593,C0028768,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder
37594,C0856171,Coronary artery disease aggravated,Coronary artery disease aggravated
37595,C0948441,Venoocclusive disease,Venoocclusive disease
37596,C0948447,Chromosomal mutation,Chromosomal mutation
37597,C0410158,Muscle damage,Muscle damage
37598,C0024138,"Lupus Erythematosus, Discoid","Lupus Erythematosus, Discoid"
37599,C0519030,Pneumonia due to Klebsiella pneumoniae,Pneumonia due to Klebsiella pneumoniae
37600,C0013404,Dyspnea,Dyspnea
37601,C0151313,Sensory neuropathy,Sensory neuropathy
37602,C0151315,Neck stiffness,Neck stiffness
37603,C1096668,Instillation site irritation,Instillation site irritation
37604,C0031085,Periodontal Abscess,Periodontal Abscess
37605,C0026265,Diseases of mitral valve,Diseases of mitral valve
37606,C0016658,Fracture,Fracture
37607,C0600104,Obsessive compulsive behavior,Obsessive compulsive behavior
37608,C0232841,Bladder dysfunction,Bladder dysfunction
37609,C0036916,Sexually Transmitted Diseases,Sexually Transmitted Diseases
37610,C0270327,Bedwetting,Bedwetting
37611,C0023051,Laryngeal Diseases,Laryngeal Diseases
37612,C0018834,Heartburn,Heartburn
37613,C0023052,Laryngeal Edema,Laryngeal Edema
37614,C0241157,Pustule,Pustule
37615,C0476414,Thyroid function test abnormal,Thyroid function test abnormal
37616,C0151798,Hepatic necrosis,Hepatic necrosis
37617,C0151799,Skin necrosis,Skin necrosis
37618,C2939186,Disturbance in mood,Disturbance in mood
37619,C0034902,Pure Red-Cell Aplasia,Pure Red-Cell Aplasia
37620,C0235267,Redness of eye,Redness of eye
37621,C0235266,Eye irritation,Eye irritation
37622,C0700590,Increased sweating,Increased sweating
37623,C0206277,Fatal Outcome,Fatal Outcome
37624,C0344315,Depressed mood,Depressed mood
37625,C0242339,Dyslipidemias,Dyslipidemias
37626,C0206504,Tympanic Membrane Perforation,Tympanic Membrane Perforation
37627,C0016479,Food Poisoning,Food Poisoning
37628,C0020433,Hyperbilirubinemia,Hyperbilirubinemia
37629,C0020437,Hypercalcemia,Hypercalcemia
37630,C3665386,Abnormal vision,Abnormal vision
37631,C0020438,Hypercalciuria,Hypercalciuria
37632,C0017412,"Genital Diseases, Male","Genital Diseases, Male"
37633,C0017411,Female Genital Diseases,Female Genital Diseases
37634,C0234022,Anorgasmia,Anorgasmia
37635,C0003175,Anthrax disease,Anthrax disease
37636,C0041667,Underweight,Underweight
37637,C0026975,Myelitis,Myelitis
37638,C0392525,Nephrolithiasis,Nephrolithiasis
37639,C0678222,Breast Carcinoma,Breast Carcinoma
37640,C0030846,Penile Diseases,Penile Diseases
37641,C0235002,Head discomfort,Head discomfort
37642,C0240557,Nasal irritation,Nasal irritation
37643,C0035522,Rib Fractures,Rib Fractures
37644,C2364111,Actual Inability To Taste,Actual Inability To Taste
37645,C1167709,Epidermal necrosis,Epidermal necrosis
37646,C0521845,Drug effect decreased,Drug effect decreased
37647,C0341164,Bleeding gastric ulcer,Bleeding gastric ulcer
37648,C0085762,Alcohol abuse,Alcohol abuse
